Price,Close,High,Low,Open,Volume
Ticker,SBUX,SBUX,SBUX,SBUX,SBUX
Date,,,,,
2024-04-01,89.25555419921875,89.78213653972219,88.75822519321933,89.53834883244154,4990200
2024-04-02,87.08097076416016,88.97275828637895,87.01271050469572,88.84599135874792,8276800
2024-04-03,86.49588012695312,87.60755153557075,86.44712704681318,87.37351740739093,6316400
2024-04-04,85.4427261352539,87.11997946519979,85.43297254292432,86.91519866514496,8057600
2024-04-05,84.69184875488281,85.74501344501157,84.67234901164804,85.71576011025417,7153300
2024-04-08,85.02340698242188,85.18918084524768,84.21402997242187,84.80887260003047,6322900
2024-04-09,84.96489715576172,85.42321927947276,84.16527369731196,85.02341127015343,6242700
2024-04-10,83.81421661376953,84.71136109318603,83.47291528781209,84.17502512395937,7413900
2024-04-11,83.76546478271484,84.16527278771333,83.14136879456281,83.86297838589904,6841600
2024-04-12,82.80980682373047,83.38514968300511,82.1954644782298,83.2973822394705,8591200
2024-04-15,83.05359649658203,84.22378198592999,82.8098087829442,83.2778844666455,9676900
2024-04-16,83.2973861694336,84.04825651139306,82.32223529194603,82.71229713090321,8866800
2024-04-17,84.06775665283203,84.27253744529517,83.21937270707548,83.86297586036889,6870100
2024-04-18,84.98440551757812,85.4524738003282,83.91174097648039,84.29204924614403,11403300
2024-04-19,85.4329605102539,85.89128256764876,84.95513871075737,84.9843920438149,11898200
2024-04-22,85.98880767822266,86.40812286778234,85.16967704381749,85.89129407502969,8669000
2024-04-23,85.6865005493164,86.60313721095496,85.15016465170082,86.56413028750927,5670500
2024-04-24,86.54463958740234,86.72992063317396,84.78936504801526,84.89663223874506,7183900
2024-04-25,85.65724182128906,87.5002836589885,85.50122156359251,87.32475621919855,7284600
2024-04-26,86.05706024169922,87.03221106596776,85.19893019467463,85.22818352903303,7185300
2024-04-29,86.13507843017578,86.40811948434919,85.67675632932297,86.04731098287105,8522800
2024-04-30,86.29109954833984,86.77867498981055,85.01365427242604,85.43296944968328,14538400
2024-05-01,72.5902328491211,75.07686309364915,70.86421164992765,73.9359383659312,66610700
2024-05-02,73.06805419921875,73.28258857867637,71.52731405566914,73.03880086380373,23883400
2024-05-03,71.29328155517578,73.63364515918197,71.17626077104168,73.39960359091378,22153800
2024-05-06,71.08849334716797,72.34643874609573,70.89345872728961,71.48830129825103,18632200
2024-05-07,70.69844818115234,71.0397495464783,70.01584545050041,71.0397495464783,21901300
2024-05-08,71.673583984375,72.61948145317788,70.45464548123937,70.49365240611694,24482600
2024-05-09,73.79940795898438,73.87742180337739,71.25426394418764,71.7418393119294,18591500
2024-05-10,74.21873474121094,74.41376194304517,73.19482333205407,73.43861105425229,15761900
2024-05-13,74.28699493408203,74.93059065136205,73.91644027503055,74.32600186237337,10953600
2024-05-14,73.75065612792969,74.82332801508011,73.64338893921465,74.33575258994284,10961100
2024-05-15,73.81891632080078,74.14071788664486,73.44836167637492,74.01395095455958,8826500
2024-05-16,73.96630859375,74.23160109723459,73.16061848405742,73.8778827567592,10758500
2024-05-17,76.49144744873047,76.63883131589664,73.61257822893698,73.95646892148811,14436500
2024-05-20,76.1868667602539,76.95325394583301,75.37134911559694,76.32442305016525,11183800
2024-05-21,76.36373138427734,76.85500602519909,76.1475693428708,76.20651990097944,8916600
2024-05-22,79.31136322021484,79.60612344751466,76.08860342570738,76.3440607901163,22072200
2024-05-23,76.94342041015625,79.29171224454356,76.2851142884044,78.70218426243363,15841300
