Price,Close,High,Low,Open,Volume
Ticker,CTAS,CTAS,CTAS,CTAS,CTAS
Date,,,,,
2024-04-01,166.80624389648438,168.27934935267083,165.61501938644759,168.05876053243006,1866400
2024-04-02,165.62974548339844,167.0709857921799,165.57337527140018,166.6542980228626,2093200
2024-04-03,166.3920135498047,166.87733888617635,165.11500696207048,166.18613064609806,1615600
2024-04-04,162.87716674804688,168.99506965379211,162.5805798679205,168.57594339736738,1552800
2024-04-05,165.1272430419922,165.44097432711283,163.2644233309316,163.75464061913118,1396000
2024-04-08,166.04150390625,166.49985590263086,164.2228018418847,165.12725339372219,1446000
2024-04-09,166.11505126953125,167.19844243155853,164.74490209438926,166.08074742332548,1076400
2024-04-10,164.45811462402344,165.17628121449255,163.48747892865364,163.80611719988377,1128800
2024-04-11,164.49978637695312,165.5071794415241,163.50464575409237,164.66891196124394,1238000
2024-04-12,163.8330535888672,164.4115213282525,163.1712722528585,163.1712722528585,1297200
2024-04-15,162.92861938476562,166.36995450539035,162.26929145892845,166.35034162395152,1848000
2024-04-16,163.37962341308594,164.21299881875,162.87715366566127,163.97278216544967,1361200
2024-04-17,163.8575897216797,165.75227484187573,162.9653906249845,164.67869773370577,1183200
2024-04-18,162.36978149414062,164.6517425226544,162.19085695943696,163.7227860859968,848800
2024-04-19,162.08790588378906,164.0316158282909,161.52661241903812,163.2448265775598,1560400
2024-04-22,162.9972686767578,164.14682895951955,162.6099927818599,163.40659597464102,1606400
2024-04-23,163.32325744628906,164.10760814956794,163.03403102300254,163.31344352534168,2171200
2024-04-24,162.7840118408203,163.45806064040926,161.96290383269178,162.68350891478076,3007600
2024-04-25,163.0585479736328,163.65906722653952,161.40406439780114,162.96295199879228,1158800
2024-04-26,163.2987518310547,163.98261462591958,162.04625006102324,162.04625006102324,1096800
2024-04-29,163.20071411132812,163.45562174896276,162.17860015989478,162.59039590104925,1078000
2024-04-30,161.36483764648438,164.521823342463,160.95794890363769,163.41883440090103,1673600
2024-05-01,162.65167236328125,164.3380062852805,160.9579630398613,160.9579630398613,1234800
