Price,Close,High,Low,Open,Volume
Ticker,SIRI,SIRI,SIRI,SIRI,SIRI
Date,,,,,
2024-04-01,37.153175354003906,38.70526848161302,36.95916325049363,38.0262279695636,1325950
2024-04-02,35.795101165771484,37.638207059379205,35.69809325528261,37.638207059379205,1570780
2024-04-03,34.63103103637695,35.7951000217248,34.43701892207343,35.601087907421274,2042370
2024-04-04,34.43701934814453,35.31007202307556,34.43701934814453,35.116059906371625,2026860
2024-04-05,33.854984283447266,34.53402109276166,33.757976381778725,34.437016891566195,1410610
2024-04-08,32.78791809082031,34.24300324603843,32.59390599669665,33.85498275826401,2451680
2024-04-09,33.46696090698242,33.951989325924195,32.302891961427534,32.78792038036931,2403920
2024-04-10,32.399898529052734,33.56396372611852,31.720858030449016,33.175943227254265,2949130
2024-04-11,32.399898529052734,33.07893532718344,32.2058864293841,32.69091482831918,1552130
2024-04-12,31.138824462890625,32.39990137111989,31.04182025478376,32.39990137111989,2689150
2024-04-15,30.847806930541992,31.720859571220984,30.556790617140056,31.720859571220984,2017340
2024-04-16,30.556791305541992,30.944813682231707,30.16876892885228,30.847807625500117,1366890
2024-04-17,30.07176399230957,30.944814834942182,29.877751871619342,30.556792443798432,1426190
2024-04-18,29.683740615844727,30.26577510835867,29.48972850159453,30.168769051233575,1154970
2024-04-19,29.974756240844727,30.265774405461368,29.48972781672026,29.68373992646469,1696320
2024-04-22,30.36277961730957,30.653797791580043,29.877751177095444,30.168769351365917,1533470
2024-04-23,30.653797149658203,31.138823729478712,30.071762663542316,30.16876871960107,1627400
2024-04-24,30.653797149658203,30.944813467597832,30.36277898148195,30.84780741153908,1784210
2024-04-25,29.29571533203125,30.4597823513703,28.907691142015103,30.26577210659869,3170230
2024-04-26,29.29571533203125,29.489725576802858,28.81068694474753,29.101703237023177,3122140
2024-04-29,30.750802993774414,30.944813254318124,29.586734029565708,29.78074614034603,2278380
2024-04-30,28.519670486450195,30.55679020339019,28.325660230221406,30.07176178746336,4222940
2024-05-01,29.586734771728516,29.97475715278582,28.422665778319942,28.713683951790415,2799490
2024-05-02,29.586734771728516,30.265775326256293,29.295718448494704,29.877751094962328,1366120
2024-05-03,30.26577377319336,30.459784028648208,29.780745359201394,29.877749561810536,1535550
2024-05-06,30.847806930541992,30.944812985088166,30.265774303738123,30.556790617140056,1182080
2024-05-07,30.36277961730957,31.138824381557505,30.265775409456076,30.847808057523693,1023840
2024-05-08,29.87775230407715,30.265776551073962,29.683742030815477,30.265776551073962,870210
2024-05-09,29.70978355407715,29.903964032397162,29.51560122389719,29.806874719167126,931800
2024-05-10,29.418508529663086,30.19523595814948,29.224328061436374,30.098144798106198,885440
2024-05-13,30.486509323120117,30.680691654268507,29.709783702246465,30.001055347109094,1665150
